reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason
reaction_6737,Article_262,Asian Americans,victims,Asian,Cannot be inferred,"A new study revealed hate crimes against Asian Americans spiked almost 150% throughout 2020, a year ravaged by the coronavirus pandemic that is speculated to have fueled some of the violence after the virus was first discovered in China. In New York City, the study found crimes targeting Asian Americans went up 833%. Around 14.5% of the city is part of the Asian American community. In March, the FBI warned of an increase in hate crimes against Asian Americans in light of COVID-19. ""The FBI assesses hate crime incidents against Asian Americans likely will surge across the United States, due to the spread of coronavirus disease … endangering Asian American communities,"" an FBI intelligence report said, according to ABC News. ""The FBI makes this assessment based on the assumption that a portion of the U.S. public will associate COVID-19 with China and Asian American populations,"" it continued. ""Every community suffered, but there's been a particular pain, a particular horrible challenge, faced by the Asian American community,"" Mayor Bill de Blasio said."
reaction_6738,Article_262,Older Asian Americans,victims,Asian,Cannot be inferred,"In recent weeks, a number of crimes targeting older Asian Americans have shed light on the issue, prompting local officials to ramp up their calls to report racist incidents."
reaction_6739,Article_262,Lone Jogger,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_674,Article_36,Joel Stembridge,professionals,Cannot be inferred,Support Asian Americans,"""To be clear, an attack on members of our NSHS Asian-American community is an attack on all of us."""
reaction_6740,Article_262,FBI,law_enforcement_agencies,Not applicable,Cannot be inferred,"In March, the FBI warned of an increase in hate crimes against Asian Americans in light of COVID-19. ""The FBI assesses hate crime incidents against Asian Americans likely will surge across the United States, due to the spread of coronavirus disease … endangering Asian American communities,"" an FBI intelligence report said, according to ABC News. ""The FBI makes this assessment based on the assumption that a portion of the U.S. public will associate COVID-19 with China and Asian American populations,"" it continued."
reaction_6741,Article_262,Asian Hate Crime Task Force,law_enforcement_agencies,Not applicable,Launching a hate-crime task force,New York City launched the Asian Hate Crime Task Force to focus on the entire city with a special eye on the transit system after a number of incidents occurred on the subway.
reaction_6742,Article_262,"Center for the Study of Hate and Extremism at California State University, San Bernardino",government_bodies,Not applicable,Cannot be inferred,
reaction_6743,Article_263,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_6744,Article_263,Jim Anderson,politicians,Non-Asian,Cannot be inferred,
reaction_6745,Article_263,Aura Newlin,professionals,Asian,Educating students,"She said she hopes places like the Heart Mountain Interpretive Center, which is set to open an exhibit on disease stigma next month, and a stronger emphasis on Asian American history in the classroom will slowly help to change that reality."
reaction_6746,Article_263,Marcus Viney,professionals,Cannot be inferred,Cannot be inferred,
reaction_6747,Article_263,Unidentified Students,perpetrators,Non-Asian,Cannot be inferred,
reaction_6748,Article_263,Davin Ro,victims,Asian,Cannot be inferred,
reaction_6749,Article_263,Asian Women in Atlanta,victims,Asian,Cannot be inferred,
reaction_675,Article_36,Julie McDonough,professionals,Cannot be inferred,Support Asian Americans,"""Hate speech and racism have no place at South and won't be tolerated."""
reaction_6750,Article_263,Japanese Americans,victims,Asian,Cannot be inferred,"Educating more Wyomingites about the state's history of anti-Asian violence and discrimination – which includes the Rock Springs Massacre of 1885 and the presence of the World War II-era Heart Mountain Japanese internment camp – is key to making life here more inclusive for everyone, said Aura Newlin, an assistant professor of sociology and anthropology at Northwest College in Powell."
reaction_6751,Article_263,YuYu Yuan,other_individuals,Asian,Fostering conversations about anti-Asian hate,"But one of his classmates, YuYu Yuan, is a champion orator who is using her voice to raise awareness about the harmful consequences of blaming ethnic or minority groups for the spread of diseases. She wrote her speech, which has already won five awards this school year, about disease stigma to raise awareness about the consequences of prejudiced thinking."
reaction_6752,Article_263,Laramie County School District 1,government_bodies,Not applicable,Cannot be inferred,"Since then, LCSD1 has publicized its efforts to correct this disturbing school culture."
reaction_6753,Article_263,Walmart,business_entities,Not applicable,Cannot be inferred,
reaction_6754,Article_263,Heart Mountain Interpretive Center,community_groups,Not applicable,Cannot be inferred,
reaction_6755,Article_264,Mark Sokolich,politicians,Cannot be inferred,Attending marches/rallies,"Fort Lee Mayor Mark Sokolich, who was among the speakers at the rally"
reaction_6756,Article_264,James Tedesco,politicians,Cannot be inferred,Attending marches/rallies,"Bergen County Executive James Tedesco, who spoke during Saturday's rally"
reaction_6757,Article_264,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_6758,Article_264,Unknown Atlanta Shooter,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6759,Article_264,Vincent Chin's Killers,perpetrators,Non-Asian,Cannot be inferred,"The men initially got off with a fine, although one was found guilty in a federal civil rights trial. The conviction was later reversed."
reaction_676,Article_36,Unknown Hackers,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6760,Article_264,Wyckoff Restaurant Vandal,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_6761,Article_264,Vincent Chin,victims,Asian,Cannot be inferred,"There were protests decades ago, after a Chinese American man named Vincent Chin was killed in Detroit in 1982 by two men who thought he was of Japanese descent at a time when some people blamed Japanese car manufacturers for the decline of the American auto industry."
reaction_6762,Article_264,Asian Women in Atlanta,victims,Asian,Cannot be inferred,
reaction_6763,Article_264,Asian Americans,victims,Asian,Support Asian Americans,People packed into a borough park as organizers and community leaders spoke out against hate crimes that have targeted Asian Americans and read aloud the names of the people who were recently shot and killed in Atlanta.
reaction_6764,Article_264,Gabriella Son,other_individuals,Asian,Attending marches/rallies,"""I never saw activists who look like me,"" said Gabriella Son, 20, a rally organizer."
reaction_6765,Article_264,Michael Totera,other_individuals,Non-Asian,Attending marches/rallies,"Michael Totera, 22, of River Edge said he attended because he wanted to support his Asian friends."
reaction_6766,Article_264,Sharon Kim,other_individuals,Asian,Fostering conversations about anti-Asian hate,"""We're trying to bring more awareness,"" said Sharon Kim, 15, a 10th-grade student at Fort Lee High School."
reaction_6767,Article_264,Gabriella Son's Parents,other_individuals,Asian,Cannot be inferred,
reaction_6768,Article_264,Rally Attendees,other_individuals,Mixed,Attending marches/rallies,"A rally on Saturday that drew more than 700 people was part of 'an awakening of activism' among Asian Americans, one of its organizers said, sparked by a recent mass shooting in Atlanta that came amid a rise in hate crimes over the past year. People packed into a borough park as organizers and community leaders spoke out against hate crimes that have targeted Asian Americans and read aloud the names of the people who were recently shot and killed in Atlanta."
reaction_6769,Article_264,Non-Asian Supporters,other_individuals,Non-Asian,Cannot be inferred,
reaction_677,Article_36,Intruders,perpetrators,Cannot be inferred,Cannot be inferred,"Teachers and students were working with officials to gather information about the intruders, who did not appear to be associated with the high school, according to Stembridge's e-mail."
reaction_6770,Article_264,Borough Police,law_enforcement_agencies,Not applicable,Cannot be inferred,He urged people to report hate crimes to borough police and shouted out his cellphone number so that such crimes could be reported directly to him.
reaction_6771,Article_264,U.S. Census Bureau,government_bodies,Not applicable,Cannot be inferred,
reaction_6772,Article_264,Planning Board,government_bodies,Not applicable,Cannot be inferred,
reaction_6773,Article_264,Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_6774,Article_264,Black Lives Matter,ngo_or_advocacy_groups,Not applicable,Fostering conversations about anti-Asian hate,Organizers said they hope to make a permanent change when it comes to awareness of anti-Asian racism in America — in the same way that Black Lives Matter protests last summer sparked by the death of George Floyd changed the conversation about the way Black people are treated in America.
reaction_6775,Article_264,Chinese restaurant in Wyckoff,business_entities,Not applicable,Cannot be inferred,
reaction_6776,Article_264,Japanese car manufacturers,business_entities,Not applicable,Cannot be inferred,"There were protests decades ago, after a Chinese American man named Vincent Chin was killed in Detroit in 1982 by two men who thought he was of Japanese descent at a time when some people blamed Japanese car manufacturers for the decline of the American auto industry."
reaction_6777,Article_264,American auto industry,business_entities,Not applicable,Cannot be inferred,"There were protests decades ago, after a Chinese American man named Vincent Chin was killed in Detroit in 1982 by two men who thought he was of Japanese descent at a time when some people blamed Japanese car manufacturers for the decline of the American auto industry."
